0.0045151331385412385	 1
0.08885757208225376	 0.9966195720073014
0.20693326533987555	 0.9898929592730031
0.34610852307183415	 0.9898929592730031
0.54437124428028	 1.0136367620830353
0.6920309829648823	 1.0414707059991675
0.8861196868625612	 1.0920318223688599
1.1561841887645403	 1.1844845812380056
1.2996699101383757	 1.2462014013849119
1.4389381994597277	 1.3111339374215643
1.6246230497822374	 1.3982609701308397
1.780767269419483	 1.4761063450576235
1.928470422845802	 1.553017932813719
2.097279342852417	 1.6506198320857506
2.2407774684381723	 1.748425205988342
2.401176332763659	 1.8836490894898006
2.5447054688792106	 2.0293312405834825
2.730470946579194	 2.261579009726971
2.8613539886432546	 2.444754724726473
3.0175788356579742	 2.6970087344076563
3.173834693202492	 3.026093571418973
3.3089971883786315	 3.383855153428234
3.4611038370362204	 3.9408348516700356
3.5836574507966255	 4.512443370432862
3.710459507139314	 5.255187735318167
3.820373228954187	 6.05833021366515
3.9345291912453835	 7.079457843841379
4.02334334858592	 8.106316000571079
4.129064446772149	 9.472630307515246
4.2094313357957995	 10.773403878177447
4.268655245603396	 11.885022274370183
